Num,Accession ID,Lineage,Type
2330,EPI_ISL_660581,B.1.258,B.1 Type
2331,EPI_ISL_668803,B.1.1.298,B.1.1 Type
2332,EPI_ISL_670863,C.36,B.1.1 Type
2333,EPI_ISL_674149,B.1.177.44,B.1 Type
2334,EPI_ISL_673644,B.1.177,B.1 Type
2335,EPI_ISL_674026,B.1.177,B.1 Type
2336,EPI_ISL_677734,B.1.1.198,B.1.1 Type
2337,EPI_ISL_683162,B.1.1.298,B.1.1 Type
2338,EPI_ISL_681703,B.1.1.231,B.1.1 Type
2339,EPI_ISL_688596,B.1.1.284,B.1.1 Type
2340,EPI_ISL_686386,B.1.1.284,B.1.1 Type
2341,EPI_ISL_703546,B.1.177.9,B.1 Type
2342,EPI_ISL_698728,B.1.1.263,B.1.1 Type
2343,EPI_ISL_698722,B.1.1,B.1.1 Type
2344,EPI_ISL_698449,B.1.1.263,B.1.1 Type
2345,EPI_ISL_714453,B.1.1.298,B.1.1 Type
2346,EPI_ISL_720212,B.1.36.17,B.1 Type
2347,EPI_ISL_720254,C.30,B.1.1 Type
2348,EPI_ISL_721590,B.1.349,B.1 Type
2349,EPI_ISL_723196,B.1.258.21,B.1 Type
2350,EPI_ISL_723693,W.4,B.1 Type
2351,EPI_ISL_728582,B.1.221,B.1 Type
2352,EPI_ISL_732886,B.1.221,B.1 Type
2353,EPI_ISL_731939,B.1.177.52,B.1 Type
2354,EPI_ISL_727121,B.1.177,B.1 Type
2355,EPI_ISL_735339,B.1.1,B.1.1 Type
2356,EPI_ISL_735493,B.1.1.25,B.1.1 Type
2357,EPI_ISL_734200,B.1.369,B.1 Type
2358,EPI_ISL_548744,B.1.422,B.1 Type
2359,EPI_ISL_746491,C.26,B.1.1 Type
2360,EPI_ISL_744789,B.1.160,B.1 Type
2361,EPI_ISL_747858,B.1.177.12,B.1 Type
2362,EPI_ISL_752973,B.1.243,B.1 Type
2363,EPI_ISL_757047,B.1.177,B.1 Type
2364,EPI_ISL_761054,B.1.177.15,B.1 Type
2365,EPI_ISL_760674,B.1.36.38,B.1 Type
2366,EPI_ISL_769118,B.1.1.7,Alpha
2367,EPI_ISL_768900,B.1,B.1
2368,EPI_ISL_771014,B.1.177,B.1 Type
2369,EPI_ISL_771284,B.1.240,B.1 Type
2370,EPI_ISL_780371,B.1.326,B.1 Type
2371,EPI_ISL_778491,B.1.177.87,B.1 Type
2372,EPI_ISL_782226,B.1.177.48,B.1 Type
2373,EPI_ISL_784639,B.1.243,B.1 Type
2374,EPI_ISL_789597,B.1.243,B.1 Type
2375,EPI_ISL_791191,B.1.1.7,Alpha
2376,EPI_ISL_789041,B.1.177,B.1 Type
2377,EPI_ISL_790026,B.1,B.1
2378,EPI_ISL_788700,B.1.581,B.1 Type
2379,EPI_ISL_790357,B.1.2,B.1 Type
2380,EPI_ISL_793003,B.1.1.377,B.1.1 Type
2381,EPI_ISL_800667,B.1.177,B.1 Type
2382,EPI_ISL_800633,B.1.258.4,B.1 Type
2383,EPI_ISL_798252,B.1.1.7,Alpha
2384,EPI_ISL_800188,B.1.177,B.1 Type
2385,EPI_ISL_803067,B.1.2,B.1 Type
2386,EPI_ISL_803917,B.1.540,B.1 Type
2387,EPI_ISL_803292,B.1.139,B.1 Type
2388,EPI_ISL_812852,B.1,B.1
2389,EPI_ISL_812820,B.1,B.1
2390,EPI_ISL_814716,B.1.1.37,B.1.1 Type
2391,EPI_ISL_824669,B.1.2,B.1 Type
2392,EPI_ISL_824754,B.1.1.294,B.1.1 Type
2393,EPI_ISL_824027,B.1.1.317,B.1.1 Type
2394,EPI_ISL_824177,B.1.1.209,B.1.1 Type
2395,EPI_ISL_834654,B.1.1.7,Alpha
2396,EPI_ISL_832019,B.1.1.416,B.1.1 Type
2397,EPI_ISL_596230,B.1.1.294,B.1.1 Type
2398,EPI_ISL_833101,B.1.177.83,B.1 Type
2399,EPI_ISL_833906,B.1.1.7,Alpha
2400,EPI_ISL_837713,B.1.609,B.1 Type
2401,EPI_ISL_602410,B.1.1,B.1.1 Type
2402,EPI_ISL_844772,B.1.177.86,B.1 Type
2403,EPI_ISL_856184,B.1.177.12,B.1 Type
2404,EPI_ISL_856778,B.1.499,B.1 Type
2405,EPI_ISL_860255,B.1.351,Beta
2406,EPI_ISL_859289,B.1.177,B.1 Type
2407,EPI_ISL_859782,B.1.177,B.1 Type
2408,EPI_ISL_859851,B.1.1.315,B.1.1 Type
2409,EPI_ISL_861442,B.1.2,B.1 Type
2410,EPI_ISL_861492,B.1.1.7,Alpha
2411,EPI_ISL_864562,B.1.177.62,B.1 Type
2412,EPI_ISL_863901,B.1.258,B.1 Type
2413,EPI_ISL_873312,B.1.177.58,B.1 Type
2414,EPI_ISL_875998,B.1.2,B.1 Type
2415,EPI_ISL_875223,B.1.1.7,Alpha
2416,EPI_ISL_873967,B.1.1.7,Alpha
2417,EPI_ISL_873032,B.1.1.317,B.1.1 Type
2418,EPI_ISL_873118,B.1.2,B.1 Type
2419,EPI_ISL_875864,C.36.1,B.1.1 Type
2420,EPI_ISL_881068,B.1.177,B.1 Type
2421,EPI_ISL_880762,B.1.1.7,Alpha
2422,EPI_ISL_886812,B.1.240,B.1 Type
2423,EPI_ISL_886428,B.1.2,B.1 Type
2424,EPI_ISL_884790,B.1.2,B.1 Type
2425,EPI_ISL_886534,B.1.2,B.1 Type
2426,EPI_ISL_886588,B.1.2,B.1 Type
2427,EPI_ISL_891532,B.1.1.7,Alpha
2428,EPI_ISL_888700,B.1.1.317,B.1.1 Type
2429,EPI_ISL_893381,B.1.1.214,B.1.1 Type
2430,EPI_ISL_901605,B.1.1.28,B.1.1 Type
2431,EPI_ISL_899890,A,A
2432,EPI_ISL_904288,B.1.258,B.1 Type
2433,EPI_ISL_904376,B.1.351,Beta
2434,EPI_ISL_903430,B.1.2,B.1 Type
2435,EPI_ISL_910918,B.1.221.4,B.1 Type
2436,EPI_ISL_913288,B.1.258,B.1 Type
2437,EPI_ISL_912991,B.1.160,B.1 Type
2438,EPI_ISL_908316,B.1.1.7,Alpha
2439,EPI_ISL_915392,B.1.1.284,B.1.1 Type
2440,EPI_ISL_918558,P.2,B.1.1 Type
2441,EPI_ISL_930747,B.1.2,B.1 Type
2442,EPI_ISL_931325,B.1.221,B.1 Type
2443,EPI_ISL_937080,B.1.240,B.1 Type
2444,EPI_ISL_936877,B.1.2,B.1 Type
2445,EPI_ISL_936176,B.1.2,B.1 Type
2446,EPI_ISL_940845,B.1.221,B.1 Type
2447,EPI_ISL_941571,B.1.1.216,B.1.1 Type
2448,EPI_ISL_946821,B.1.1.7,Alpha
2449,EPI_ISL_949604,B.1.1.7,Alpha
2450,EPI_ISL_965218,B.1.2,B.1 Type
2451,EPI_ISL_963554,B.1.1.153,B.1.1 Type
2452,EPI_ISL_964123,B.1.1.7,Alpha
2453,EPI_ISL_966081,B.1.36.38,B.1 Type
2454,EPI_ISL_973577,B.1.128,B.1 Type
2455,EPI_ISL_971222,B.1.128,B.1 Type
2456,EPI_ISL_975494,B.1.128,B.1 Type
2457,EPI_ISL_812495,B.1.2,B.1 Type
2458,EPI_ISL_976109,B.1.36,B.1 Type
2459,EPI_ISL_979464,B.1.2,B.1 Type
2460,EPI_ISL_984203,B.1.2,B.1 Type
2461,EPI_ISL_984280,B.1.160,B.1 Type
2462,EPI_ISL_988871,B.1.1.7,Alpha
2463,EPI_ISL_988911,B.1.1.7,Alpha
2464,EPI_ISL_990398,B.1.1.7,Alpha
2465,EPI_ISL_991927,B.1.177,B.1 Type
2466,EPI_ISL_991882,B.1.1.7,Alpha
2467,EPI_ISL_993928,B.1.1.7,Alpha
2468,EPI_ISL_999567,AA.8,B.1 Type
2469,EPI_ISL_993643,B.1.1.7,Alpha
2470,EPI_ISL_996145,B.1.1.7,Alpha
2471,EPI_ISL_993976,B.1.1.7,Alpha
2472,EPI_ISL_610496,B.1.1.37,B.1.1 Type
2473,EPI_ISL_703396,B.1.177,B.1 Type
2474,EPI_ISL_1038411,B.1.2,B.1 Type
2475,EPI_ISL_1032256,B.1.243,B.1 Type
2476,EPI_ISL_674090,B.1.177,B.1 Type
2477,EPI_ISL_1088441,B.1.1.222,B.1.1 Type
2478,EPI_ISL_1088093,B.1.2,B.1 Type
2479,EPI_ISL_1087603,B.1.2,B.1 Type
2480,EPI_ISL_1086477,B.1.2,B.1 Type
2481,EPI_ISL_1094955,B.1.1.186,B.1.1 Type
2482,EPI_ISL_1094909,B.1.243,B.1 Type
2483,EPI_ISL_732199,B.1.177.85,B.1 Type
2484,EPI_ISL_1134400,B.1.429,B.1 Type
2485,EPI_ISL_1133882,B.1.2,B.1 Type
2486,EPI_ISL_721529,B.1.177.69,B.1 Type
2487,EPI_ISL_1158942,B.1.2,B.1 Type
2488,EPI_ISL_1161362,B.1.2,B.1 Type
2489,EPI_ISL_1161384,B.1.1,B.1.1 Type
2490,EPI_ISL_1032178,B.1.2,B.1 Type
2491,EPI_ISL_1221651,B.1.2,B.1 Type
2492,EPI_ISL_785180,B.1.234,B.1 Type
2493,EPI_ISL_1226382,B.1.243,B.1 Type
2494,EPI_ISL_1226377,B.1.2,B.1 Type
2495,EPI_ISL_1255296,B.1.110.3,B.1 Type
2496,EPI_ISL_1253457,B.1.243,B.1 Type
2497,EPI_ISL_1253324,B.1.1.519,B.1.1 Type
2498,EPI_ISL_942800,B.1.234,B.1 Type
2499,EPI_ISL_826410,B.1.2,B.1 Type
2500,EPI_ISL_1314795,B.1.234,B.1 Type
2501,EPI_ISL_1320058,B.1.427,B.1 Type
2502,EPI_ISL_1318584,B.1.427,B.1 Type
2503,EPI_ISL_1318542,B.1.2,B.1 Type
2504,EPI_ISL_1413496,B.1.637,B.1 Type
2505,EPI_ISL_1422167,B.1.1.7,Alpha
2506,EPI_ISL_1443991,B.1.2,B.1 Type
2507,EPI_ISL_1462824,B.1.2,B.1 Type
2508,EPI_ISL_1479279,B.1.1.519,B.1.1 Type
2509,EPI_ISL_945792,B.1.1.7,Alpha
2510,EPI_ISL_948927,B.1.177.8,B.1 Type
2511,EPI_ISL_412386,B,B
2512,EPI_ISL_1253083,B.1.1.416,B.1.1 Type
2513,EPI_ISL_1254372,B.1.517,B.1 Type
2514,EPI_ISL_1928482,B.1.526,B.1 Type
2515,EPI_ISL_735657,B.1.36.17,B.1 Type
2516,EPI_ISL_1800974,P.1,Gamma
2517,EPI_ISL_846384,B.1.1.7,Alpha
2518,EPI_ISL_1610874,B.1.1.7,Alpha
2519,EPI_ISL_647429,B.1.36.17,B.1 Type
2520,EPI_ISL_1321073,B.1.429,B.1 Type
2521,EPI_ISL_648896,B.1.556,B.1 Type
2522,EPI_ISL_1338934,B.1.427,B.1 Type
2523,EPI_ISL_999092,B.1.177,B.1 Type
2524,EPI_ISL_664762,B.1.1.311,B.1.1 Type
2525,EPI_ISL_1460938,B.1.429,B.1 Type
2526,EPI_ISL_1462862,B.1.2,B.1 Type
2527,EPI_ISL_1515466,B.1.427,B.1 Type
2528,EPI_ISL_1553428,B.1.1.7,Alpha
2529,EPI_ISL_1554648,B.1.1.7,Alpha
2530,EPI_ISL_1139201,B.1.2,B.1 Type
2531,EPI_ISL_580731,B.1.438,B.1 Type
2532,EPI_ISL_1796499,B.1.2,B.1 Type
2533,EPI_ISL_1679289,B.1.637,B.1 Type
2534,EPI_ISL_1592850,B.1.1.7,Alpha
2535,EPI_ISL_1298394,B.1.1.7,Alpha
2536,EPI_ISL_1615433,B.1.427,B.1 Type
2537,EPI_ISL_1609369,B.1.1.7,Alpha
2538,EPI_ISL_1615357,B.1.1.7,Alpha
2539,EPI_ISL_567505,B.1.1.37,B.1.1 Type
2540,EPI_ISL_1658880,B.1.1.7,Alpha
2541,EPI_ISL_1088512,B.1.427,B.1 Type
2542,EPI_ISL_1679751,B.1.1.7,Alpha
2543,EPI_ISL_1679490,B.1.1.7,Alpha
2544,EPI_ISL_1735272,B.1.1.7,Alpha
2545,EPI_ISL_402132,B,B
2546,EPI_ISL_1800629,B.1.1.7,Alpha
2547,EPI_ISL_1802251,B.1.1.7,Alpha
2548,EPI_ISL_1801669,B.1.526,B.1 Type
2549,EPI_ISL_1801895,B.1.526,B.1 Type
2550,EPI_ISL_1834289,B.1.1.7,Alpha
2551,EPI_ISL_1840286,B.1.1.7,Alpha
2552,EPI_ISL_666137,B.1.177.7,B.1 Type
2553,EPI_ISL_712637,B.1.177.12,B.1 Type
2554,EPI_ISL_452004,B.1.8,B.1 Type
2555,EPI_ISL_1904449,AY.112,Delta
2556,EPI_ISL_501219,B.6.1,B.* Type
2557,EPI_ISL_1906875,B.1.1.7,Alpha
2558,EPI_ISL_1907407,B.1.1.7,Alpha
2559,EPI_ISL_1907124,P.1,Gamma
2560,EPI_ISL_590069,B.1.1.1,B.1.1 Type
2561,EPI_ISL_1923631,B.1.1.7,Alpha
2562,EPI_ISL_1923857,B.1.1.7,Alpha
2563,EPI_ISL_1927400,B.1.617.2,Delta
2564,EPI_ISL_1928400,B.1.1.7,Alpha
2565,EPI_ISL_1927959,B.1.526,B.1 Type
2566,EPI_ISL_565712,D.2,B.1.1 Type
2567,EPI_ISL_1931318,B.1.1.7,Alpha
2568,EPI_ISL_1931319,B.1.1.7,Alpha
2569,EPI_ISL_580037,B.1.1.37,B.1.1 Type
2570,EPI_ISL_588802,C.35,B.1.1 Type
2571,EPI_ISL_1970250,B.1.617.2,Delta
2572,EPI_ISL_591397,B.1.1.1,B.1.1 Type
2573,EPI_ISL_1990775,B.1.1.7,Alpha
2574,EPI_ISL_661652,B.1.1.7,Alpha
2575,EPI_ISL_668267,B.1.1.7,Alpha
2576,EPI_ISL_719568,B.1.1.7,Alpha
2577,EPI_ISL_751633,B.1.2,B.1 Type
2578,EPI_ISL_797359,B.1.1.7,Alpha
2579,EPI_ISL_911116,B.1.160,B.1 Type
2580,EPI_ISL_483716,B.3,B.* Type
2581,EPI_ISL_1029216,B.1.311,B.1 Type
2582,EPI_ISL_880207,B.1.1.207,B.1.1 Type
2583,EPI_ISL_531517,B.1.1.234,B.1.1 Type
2584,EPI_ISL_910118,B.1.1.306,B.1.1 Type
2585,EPI_ISL_935100,B.1.1.189,B.1.1 Type
2586,EPI_ISL_551202,B.1.1.37,B.1.1 Type
2587,EPI_ISL_831502,B.1.2,B.1 Type
2588,EPI_ISL_876904,B.1.2,B.1 Type
2589,EPI_ISL_518504,D.2,B.1.1 Type
2590,EPI_ISL_591504,D.2,B.1.1 Type
2591,EPI_ISL_732605,B.1.36.22,B.1 Type
2592,EPI_ISL_675106,B.1.177.33,B.1 Type
2593,EPI_ISL_984506,B.1.1.222,B.1.1 Type
2594,EPI_ISL_555507,B.1.1,B.1.1 Type
2595,EPI_ISL_602907,B.1.1.56,B.1.1 Type
2596,EPI_ISL_784409,B.1,B.1
2597,EPI_ISL_537109,B.1.1,B.1.1 Type
2598,EPI_ISL_658610,B.1.177.54,B.1 Type
2599,EPI_ISL_649510,AD.2,B.1.1 Type
2600,EPI_ISL_558410,B.1,B.1
2601,EPI_ISL_592311,D.2,B.1.1 Type
2602,EPI_ISL_845982,B.1.1.7,Alpha
2603,EPI_ISL_1511811,B.1.404,B.1 Type
2604,EPI_ISL_858611,B.1.177,B.1 Type
2605,EPI_ISL_731211,B.1.177,B.1 Type
2606,EPI_ISL_649412,B.1.177,B.1 Type
2607,EPI_ISL_635412,B.1.239,B.1 Type
2608,EPI_ISL_1163112,B.1.2,B.1 Type
2609,EPI_ISL_1253413,B.1.609,B.1 Type
2610,EPI_ISL_1929213,B.1.637,B.1 Type
2611,EPI_ISL_707913,B.1.336,B.1 Type
2612,EPI_ISL_759514,B.1.177.12,B.1 Type
2613,EPI_ISL_414521,A,A
2614,EPI_ISL_471421,B,B
2615,EPI_ISL_733321,B.1.1,B.1.1 Type
2616,EPI_ISL_1266022,B.1.2,B.1 Type
2617,EPI_ISL_979022,B.1,B.1
2618,EPI_ISL_874298,B.1.1.7,Alpha
2619,EPI_ISL_888824,B.1.1.274,B.1.1 Type
2620,EPI_ISL_947324,B.1.456,B.1 Type
2621,EPI_ISL_530125,B.1.371,B.1 Type
2622,EPI_ISL_874667,B.1.1.7,Alpha
2623,EPI_ISL_624825,B.1.177,B.1 Type
2624,EPI_ISL_812825,C.17,B.1.1 Type
2625,EPI_ISL_877453,B.1.1.7,Alpha
2626,EPI_ISL_533226,B.1.1.262,B.1.1 Type
2627,EPI_ISL_941726,C.16,B.1.1 Type
2628,EPI_ISL_729827,B.1.1.33,B.1.1 Type
2629,EPI_ISL_880121,B.1.177,B.1 Type
2630,EPI_ISL_883024,B.1.311,B.1 Type
2631,EPI_ISL_626128,B.1.160,B.1 Type
2632,EPI_ISL_836228,B.1.177,B.1 Type
2633,EPI_ISL_918428,B.1.258,B.1 Type
2634,EPI_ISL_904729,B.1.258,B.1 Type
2635,EPI_ISL_1090930,B.1.2,B.1 Type
2636,EPI_ISL_1444230,B.1.596,B.1 Type
2637,EPI_ISL_1592930,B.1.637,B.1 Type
2638,EPI_ISL_825430,B.1.36.31,B.1 Type
2639,EPI_ISL_487731,B.1,B.1
2640,EPI_ISL_1553464,B.1.1.7,Alpha
2641,EPI_ISL_728631,B.1.221,B.1 Type
2642,EPI_ISL_910832,B.1.160,B.1 Type
2643,EPI_ISL_877333,B.1.568,B.1 Type
2644,EPI_ISL_1929634,B.1.1,B.1.1 Type
2645,EPI_ISL_895034,B.1.1.214,B.1.1 Type
2646,EPI_ISL_554035,B.1.1.270,B.1.1 Type
2647,EPI_ISL_906427,B.1.2,B.1 Type
2648,EPI_ISL_521639,D.2,B.1.1 Type
2649,EPI_ISL_718739,B.1.177,B.1 Type
2650,EPI_ISL_905439,B.1.177,B.1 Type
2651,EPI_ISL_723440,B.1.177.36,B.1 Type
2652,EPI_ISL_830140,B.1.177.45,B.1 Type
2653,EPI_ISL_1020740,B.1.240,B.1 Type
2654,EPI_ISL_909044,B.1.1.7,Alpha
2655,EPI_ISL_978542,B.1.528,B.1 Type
2656,EPI_ISL_978544,B.1.528,B.1 Type
2657,EPI_ISL_770544,B.1.177.60,B.1 Type
2658,EPI_ISL_745044,B.1.1.50,B.1.1 Type
2659,EPI_ISL_913338,B.1.160,B.1 Type
2660,EPI_ISL_518745,D.2,B.1.1 Type
2661,EPI_ISL_608745,B.1.1.33,B.1.1 Type
2662,EPI_ISL_754845,B.1.416.1,B.1 Type
2663,EPI_ISL_882246,B.1.177.57,B.1 Type
2664,EPI_ISL_910247,B.1.1.306,B.1.1 Type
2665,EPI_ISL_921576,B.1.1.7,Alpha
2666,EPI_ISL_622648,B.1.118,B.1 Type
2667,EPI_ISL_601150,B.1.36.20,B.1 Type
2668,EPI_ISL_930768,B.1.2,B.1 Type
2669,EPI_ISL_698751,B.1.1.462,B.1.1 Type
2670,EPI_ISL_769751,B.1.177,B.1 Type
2671,EPI_ISL_1220752,B.1.243,B.1 Type
2672,EPI_ISL_854152,B.1.177,B.1 Type
2673,EPI_ISL_513352,D.2,B.1.1 Type
2674,EPI_ISL_1338453,B.1.1.207,B.1.1 Type
2675,EPI_ISL_1711854,B.1.580,B.1 Type
2676,EPI_ISL_786754,B.1.396,B.1 Type
2677,EPI_ISL_670955,B.1.1.219,B.1.1 Type
2678,EPI_ISL_630055,B.1.389,B.1 Type
2679,EPI_ISL_825756,B.1.1.176,B.1.1 Type
2680,EPI_ISL_875957,B.1.591,B.1 Type
2681,EPI_ISL_775257,B.1,B.1
2682,EPI_ISL_1297657,B.1.2,B.1 Type
2683,EPI_ISL_745258,B.1.1,B.1.1 Type
2684,EPI_ISL_740158,B.1.236,B.1 Type
2685,EPI_ISL_897058,B.1.1.284,B.1.1 Type
2686,EPI_ISL_793758,B.1.36.25,B.1 Type
2687,EPI_ISL_709559,B.1.177,B.1 Type
2688,EPI_ISL_463503,A.1,A
2689,EPI_ISL_941707,B.1.160,B.1 Type
2690,EPI_ISL_700560,B.1.1.382,B.1.1 Type
2691,EPI_ISL_780062,B.1.177,B.1 Type
2692,EPI_ISL_815763,B.1.1.374,B.1.1 Type
2693,EPI_ISL_682864,B.1.9.5,B.1 Type
2694,EPI_ISL_758364,B.1.177.12,B.1 Type
2695,EPI_ISL_960829,P.2,B.1.1 Type
2696,EPI_ISL_964037,B.1.1.7,Alpha
2697,EPI_ISL_1511926,B.1.2,B.1 Type
2698,EPI_ISL_821015,B.1.177,B.1 Type
2699,EPI_ISL_540064,B.1.210,B.1 Type
2700,EPI_ISL_615115,B.1.1.302,B.1.1 Type
2701,EPI_ISL_683015,B.1.1.298,B.1.1 Type
2702,EPI_ISL_963734,B.1.1.7,Alpha
2703,EPI_ISL_892565,B.1.1.214,B.1.1 Type
2704,EPI_ISL_777565,B.1.177,B.1 Type
2705,EPI_ISL_510565,B.1.497,B.1 Type
2706,EPI_ISL_843365,B.1.258.16,B.1 Type
2707,EPI_ISL_2318999,AY.75,Delta
2708,EPI_ISL_2436134,AY.4,Delta
2709,EPI_ISL_2436246,B.1.617.2,Delta
2710,EPI_ISL_2436571,AY.4,Delta
2711,EPI_ISL_2447648,B.1.617.2,Delta
2712,EPI_ISL_2456249,AY.4,Delta
2713,EPI_ISL_2480809,AY.75,Delta
2714,EPI_ISL_2486209,AY.4,Delta
2715,EPI_ISL_2486413,AY.4,Delta
2716,EPI_ISL_2489715,B.1.1.7,Alpha
2717,EPI_ISL_2489819,B.1.1.7,Alpha
2718,EPI_ISL_2490402,B.1.1.519,B.1.1 Type
2719,EPI_ISL_2490505,B.1.1.519,B.1.1 Type
2720,EPI_ISL_2491570,AY.122,Delta
2721,EPI_ISL_2491716,P.1,Gamma
2722,EPI_ISL_2491743,N.9,B.1.1 Type
2723,EPI_ISL_2493371,P.1.14,Gamma
2724,EPI_ISL_2493565,P.1,Gamma
2725,EPI_ISL_2494139,P.1,Gamma
2726,EPI_ISL_2494284,P.1,Gamma
2727,EPI_ISL_2494340,P.5,B.1.1 Type
2728,EPI_ISL_2495636,B.1.617.2,Delta
2729,EPI_ISL_2495951,B.1.1.519,B.1.1 Type
2730,EPI_ISL_2495964,B.1.1.519,B.1.1 Type
2731,EPI_ISL_2498123,B.1.2,B.1 Type
2732,EPI_ISL_2498723,B.1.2,B.1 Type
2733,EPI_ISL_2501527,B.1.36.29,B.1 Type
2734,EPI_ISL_2501707,B.1,B.1
2735,EPI_ISL_2502494,P.1,Gamma
2736,EPI_ISL_2502540,B.1.219,B.1 Type
2737,EPI_ISL_2502715,B.1.1.7,Alpha
2738,EPI_ISL_2505771,C.35,B.1.1 Type
2739,EPI_ISL_2506786,B.1.1.7,Alpha
2740,EPI_ISL_2507709,B.1.1.7,Alpha
2741,EPI_ISL_2507809,B.1.1.7,Alpha
2742,EPI_ISL_2507872,C.36,B.1.1 Type
2743,EPI_ISL_2508153,B.1.351,Beta
2744,EPI_ISL_2508161,B.1.1.524,B.1.1 Type
2745,EPI_ISL_2508422,B.1.1.7,Alpha
2746,EPI_ISL_2509357,B.1.1.7,Alpha
2747,EPI_ISL_2510396,B.1.177,B.1 Type
2748,EPI_ISL_2510589,B.1.575.2,B.1 Type
2749,EPI_ISL_2515087,AY.4,Delta
2750,EPI_ISL_2516495,B.1.1.7,Alpha
2751,EPI_ISL_2516536,P.1.15,Gamma
2752,EPI_ISL_2516652,B.1.1.7,Alpha
2753,EPI_ISL_2516916,B.1.1.7,Alpha
2754,EPI_ISL_2529168,Q.3,Alpha
2755,EPI_ISL_2529285,B.1.438.1,B.1 Type
2756,EPI_ISL_2531948,B.1.617.2,Delta
2757,EPI_ISL_2534090,B.1.526,B.1 Type
2758,EPI_ISL_2534904,P.1,Gamma
2759,EPI_ISL_2534935,P.1,Gamma
2760,EPI_ISL_2535511,B.1.1.7,Alpha
2761,EPI_ISL_2535590,B.1.1.7,Alpha
2762,EPI_ISL_2536080,AY.1,Delta
2763,EPI_ISL_2536187,B.1.1.7,Alpha
2764,EPI_ISL_2536345,P.1,Gamma
2765,EPI_ISL_2537516,AY.4,Delta
2766,EPI_ISL_2537578,AY.9,Delta
2767,EPI_ISL_2541836,B.1.1.7,Alpha
2768,EPI_ISL_2542609,AY.4,Delta
2769,EPI_ISL_2543154,B.1.1.7,Alpha
2770,EPI_ISL_2543689,B.1.1.7,Alpha
2771,EPI_ISL_2545711,B.1.1.519,B.1.1 Type
2772,EPI_ISL_2545812,A.2.5,A
2773,EPI_ISL_2545815,P.1.17,Gamma
2774,EPI_ISL_2547302,P.1,Gamma
2775,EPI_ISL_2547495,B.1.617.2,Delta
2776,EPI_ISL_2547847,B.1.1.7,Alpha
2777,EPI_ISL_2547964,B.1.1.7,Alpha
2778,EPI_ISL_2548004,B.1.1.7,Alpha
2779,EPI_ISL_2548085,B.1.1.7,Alpha
2780,EPI_ISL_2557071,P.1,Gamma
2781,EPI_ISL_2557206,AY.112,Delta
2782,EPI_ISL_2557421,P.1,Gamma
2783,EPI_ISL_2559371,B.1.1.519,B.1.1 Type
2784,EPI_ISL_2559450,B.1.1.519,B.1.1 Type
2785,EPI_ISL_2564811,B.1.1.7,Alpha
2786,EPI_ISL_2566302,B.1.551,B.1 Type
2787,EPI_ISL_2566368,B.1.243,B.1 Type
2788,EPI_ISL_2566472,C.36,B.1.1 Type
2789,EPI_ISL_2566518,B,B
2790,EPI_ISL_2566522,B,B
2791,EPI_ISL_2567116,B.1.1.7,Alpha
2792,EPI_ISL_2569391,AY.4,Delta
2793,EPI_ISL_2583848,B.1.177.46,B.1 Type
2794,EPI_ISL_2586253,B.1.1.7,Alpha
2795,EPI_ISL_2589806,B.1.258,B.1 Type
2796,EPI_ISL_2591036,B.1.258,B.1 Type
2797,EPI_ISL_2597153,Q.4,Alpha
2798,EPI_ISL_2597494,B.1.637,B.1 Type
2799,EPI_ISL_2597671,B.1.526,B.1 Type
2800,EPI_ISL_2599548,B.1.1.7,Alpha
2801,EPI_ISL_2599650,B.1.1.7,Alpha
2802,EPI_ISL_2599741,B.1.526,B.1 Type
2803,EPI_ISL_2600651,B.1.311,B.1 Type
2804,EPI_ISL_2600787,B.1.1.7,Alpha
2805,EPI_ISL_2604551,B.1.1.7,Alpha
2806,EPI_ISL_2604744,B.1.351,Beta
2807,EPI_ISL_2608944,B.1.1.7,Alpha
2808,EPI_ISL_2608982,B.1.1.7,Alpha
2809,EPI_ISL_2609761,B.1.1.7,Alpha
2810,EPI_ISL_2609944,B.1.1.7,Alpha
2811,EPI_ISL_2610213,B.1.1.7,Alpha
2812,EPI_ISL_2610461,B.1.617.2,Delta
2813,EPI_ISL_2611333,B.1.617.2,Delta
2814,EPI_ISL_2611607,P.1,Gamma
2815,EPI_ISL_2611740,B.1.1.7,Alpha
2816,EPI_ISL_2612012,B.1.1.7,Alpha
2817,EPI_ISL_2612547,B.1.526,B.1 Type
2818,EPI_ISL_2612639,B.1.1.7,Alpha
2819,EPI_ISL_2613275,B.1.1.7,Alpha
2820,EPI_ISL_2613619,B.1.1.7,Alpha
2821,EPI_ISL_2613707,P.1,Gamma
2822,EPI_ISL_2614079,P.2,B.1.1 Type
2823,EPI_ISL_2614170,P.2,B.1.1 Type
2824,EPI_ISL_2614548,P.2,B.1.1 Type
2825,EPI_ISL_2618497,B.1.1.7,Alpha
2826,EPI_ISL_2619437,B.1.1.7,Alpha
2827,EPI_ISL_2619457,B.1.1.7,Alpha
2828,EPI_ISL_2619778,B.1.351,Beta
2829,EPI_ISL_2619885,B.1.1.7,Alpha
2830,EPI_ISL_2621539,B.1.1.7,Alpha
2831,EPI_ISL_2627309,B.1.1.7,Alpha
2832,EPI_ISL_2627345,B.1.1.7,Alpha
2833,EPI_ISL_2627429,B.1.177,B.1 Type
2834,EPI_ISL_2628119,B.1.1.7,Alpha
2835,EPI_ISL_2628375,B.1.561,B.1 Type
